Epoch 0 train loss: 0.007251406088471413, eval loss: 0.028658119961619377, accuracy: 0.6666666666666666
Epoch 1 train loss: 0.007117504874865214, eval loss: 0.02837456576526165, accuracy: 0.7916666666666666
Epoch 2 train loss: 0.00698773314555486, eval loss: 0.028067542240023613, accuracy: 0.7916666666666666
Epoch 3 train loss: 0.0068502941479285555, eval loss: 0.027700521051883698, accuracy: 0.7916666666666666
Epoch 4 train loss: 0.006697305167714755, eval loss: 0.027264220640063286, accuracy: 0.7916666666666666
Epoch 5 train loss: 0.006522780284285545, eval loss: 0.026747701689600945, accuracy: 0.7916666666666666
Epoch 6 train loss: 0.006322255978981654, eval loss: 0.02613377943634987, accuracy: 0.7916666666666666
Epoch 7 train loss: 0.006092593694726626, eval loss: 0.025410417467355728, accuracy: 0.7916666666666666
Epoch 8 train loss: 0.005830988908807437, eval loss: 0.024592328816652298, accuracy: 0.8333333333333334
Epoch 9 train loss: 0.005536479875445366, eval loss: 0.023673756048083305, accuracy: 0.875
